"";"price";"room_type";"minimum_nights";"reviews_per_month";"neighbourhood_group";"neighbourhood";"within1km";"within5km"
"4575";250;"Private room";1;NA;"Manhattan";"Upper East Side";93;1400
"4576";32;"Private room";2;0,03;"Brooklyn";"Crown Heights";83;1541
"4577";105;"Entire home/apt";4;1,14;"Manhattan";"East Village";278;2202
"4578";95;"Private room";1;NA;"Manhattan";"Upper East Side";129;1505
"4579";78;"Private room";10;1,83;"Manhattan";"East Harlem";70;1163
"4580";38;"Private room";8;0,97;"Manhattan";"Harlem";129;676
"4581";118;"Entire home/apt";30;0,02;"Brooklyn";"East Flatbush";47;908
"4582";50;"Private room";4;0,03;"Brooklyn";"Greenpoint";97;2222
"4583";70;"Shared room";1;7,47;"Manhattan";"Hell's Kitchen";225;1604
"4584";95;"Entire home/apt";2;4,2;"Brooklyn";"Bedford-Stuyvesant";80;1321
"4585";110;"Private room";1;1,87;"Manhattan";"Theater District";227;1660
"4586";12;"Entire home/apt";3;NA;"Brooklyn";"Crown Heights";114;1751
"4587";50;"Private room";10;0,09;"Brooklyn";"Williamsburg";206;2149
"4588";365;"Entire home/apt";2;NA;"Manhattan";"Financial District";92;1428
"4589";290;"Entire home/apt";2;0,87;"Manhattan";"West Village";159;1641
"4590";90;"Entire home/apt";3;NA;"Manhattan";"Harlem";139;895
"4591";150;"Entire home/apt";3;2,31;"Manhattan";"Harlem";101;843
"4592";90;"Private room";2;0,93;"Manhattan";"Midtown";111;2066
"4593";139;"Private room";4;1,75;"Manhattan";"Midtown";174;1966
"4594";50;"Private room";2;NA;"Manhattan";"Harlem";153;1017
"4595";65;"Shared room";2;2,8;"Manhattan";"East Harlem";118;1001
"4596";60;"Entire home/apt";2;1,13;"Brooklyn";"Bushwick";117;1456
"4597";65;"Private room";1;4,35;"Bronx";"Riverdale";4;92
"4598";95;"Entire home/apt";2;5,31;"Queens";"Forest Hills";9;215
"4599";190;"Entire home/apt";2;0,05;"Manhattan";"West Village";164;1649
"4600";75;"Private room";2;0,57;"Bronx";"Fordham";7;156
"4601";105;"Private room";2;NA;"Manhattan";"East Village";221;2072
"4602";70;"Private room";2;0,29;"Brooklyn";"Williamsburg";253;2542
"4603";169;"Entire home/apt";1;0,62;"Queens";"Astoria";67;810
"4604";113;"Entire home/apt";3;2,8;"Brooklyn";"Bensonhurst";5;143
"4605";100;"Private room";1;NA;"Manhattan";"Theater District";207;1677
"4606";100;"Entire home/apt";7;0,1;"Brooklyn";"Gowanus";72;1522
"4607";57;"Private room";1;2,71;"Manhattan";"Harlem";109;789
"4608";65;"Private room";4;0,35;"Queens";"Forest Hills";7;170
"4609";45;"Private room";2;2,69;"Manhattan";"Washington Heights";33;323
"4610";233;"Entire home/apt";30;NA;"Manhattan";"Financial District";97;1258
"4611";40;"Private room";30;0,11;"Queens";"Flushing";0;60
"4612";149;"Entire home/apt";4;1,11;"Queens";"Sunnyside";23;1641
"4613";250;"Entire home/apt";15;0,35;"Manhattan";"Hell's Kitchen";193;1617
"4614";125;"Entire home/apt";7;0,09;"Brooklyn";"Bay Ridge";9;185
"4615";69;"Private room";3;0,28;"Brooklyn";"Bedford-Stuyvesant";117;1642
"4616";80;"Private room";2;0,26;"Brooklyn";"Bedford-Stuyvesant";156;1880
"4617";40;"Private room";3;1;"Bronx";"Parkchester";5;49
"4618";115;"Private room";2;NA;"Manhattan";"East Village";301;2122
"4619";99;"Private room";6;NA;"Brooklyn";"Greenpoint";63;2132
"4620";260;"Entire home/apt";1;1,71;"Queens";"Sunnyside";22;1303
"4621";90;"Private room";1;1,15;"Manhattan";"East Village";272;2153
"4622";180;"Entire home/apt";3;2,74;"Brooklyn";"Williamsburg";214;2535
"4623";40;"Private room";1;0,15;"Brooklyn";"Bushwick";171;1623
"4624";32;"Private room";1;0,22;"Brooklyn";"Bushwick";127;1463
"4625";259;"Entire home/apt";8;0,17;"Manhattan";"Harlem";153;960
"4626";275;"Entire home/apt";1;NA;"Manhattan";"Upper East Side";103;1866
"4627";85;"Private room";5;0,03;"Manhattan";"Lower East Side";255;2216
"4628";233;"Entire home/apt";90;NA;"Manhattan";"Midtown";113;2003
"4629";125;"Entire home/apt";1;0,04;"Manhattan";"East Harlem";77;1218
"4630";125;"Entire home/apt";5;0,2;"Manhattan";"Lower East Side";327;2170
"4631";175;"Entire home/apt";7;NA;"Manhattan";"Midtown";179;1667
"4632";99;"Private room";1;1,26;"Manhattan";"East Village";307;2198
"4633";198;"Entire home/apt";3;1,99;"Manhattan";"Gramercy";211;2083
"4634";95;"Private room";3;NA;"Brooklyn";"Flatbush";80;1053
"4635";68;"Private room";2;0,49;"Brooklyn";"Bushwick";87;1329
"4636";85;"Private room";2;1,56;"Brooklyn";"Prospect-Lefferts Gardens";77;1154
"4637";55;"Private room";1;0,3;"Brooklyn";"Bedford-Stuyvesant";123;2147
"4638";100;"Private room";1;NA;"Manhattan";"SoHo";158;1775
"4639";475;"Entire home/apt";4;2;"Manhattan";"Kips Bay";139;2091
"4640";45;"Private room";3;0,09;"Brooklyn";"Bedford-Stuyvesant";158;1976
"4641";90;"Entire home/apt";1;7,17;"Brooklyn";"Windsor Terrace";24;825
"4642";230;"Entire home/apt";5;0,91;"Brooklyn";"Williamsburg";180;2511
"4643";100;"Entire home/apt";2;0,31;"Brooklyn";"Park Slope";98;1878
"4644";50;"Private room";2;1,06;"Brooklyn";"Prospect-Lefferts Gardens";81;1177
"4645";525;"Entire home/apt";4;0,28;"Brooklyn";"Carroll Gardens";47;1320
"4646";155;"Entire home/apt";2;0,03;"Manhattan";"Chelsea";160;1802
"4647";300;"Entire home/apt";1;NA;"Manhattan";"Upper West Side";69;1346
"4648";91;"Private room";4;0,19;"Manhattan";"Upper West Side";96;1076
"4649";120;"Private room";1;5,81;"Manhattan";"Hell's Kitchen";226;1608
"4650";100;"Private room";1;NA;"Manhattan";"SoHo";154;1756
"4651";140;"Entire home/apt";30;0,16;"Manhattan";"Upper East Side";85;1350
"4652";175;"Entire home/apt";4;0,79;"Manhattan";"Hell's Kitchen";229;1591
"4653";82;"Entire home/apt";15;0,06;"Brooklyn";"Bushwick";87;1330
"4654";30;"Private room";1;0,02;"Brooklyn";"Bedford-Stuyvesant";144;1669
"4655";125;"Entire home/apt";30;0,15;"Manhattan";"Washington Heights";84;619
"4656";40;"Private room";6;0,21;"Brooklyn";"Prospect-Lefferts Gardens";66;1161
"4657";244;"Entire home/apt";2;0,83;"Manhattan";"Financial District";92;1345
"4658";95;"Private room";4;1,19;"Queens";"Astoria";58;1141
"4659";85;"Entire home/apt";5;NA;"Brooklyn";"Brighton Beach";8;50
"4660";398;"Entire home/apt";2;3,06;"Manhattan";"East Village";284;2051
"4661";325;"Entire home/apt";2;0,18;"Manhattan";"Murray Hill";165;1949
"4662";349;"Entire home/apt";1;0,23;"Manhattan";"Kips Bay";161;2061
"4663";55;"Private room";2;0,2;"Staten Island";"Randall Manor";2;23
"4664";66;"Private room";5;NA;"Brooklyn";"Williamsburg";231;2567
"4665";199;"Entire home/apt";2;0,42;"Manhattan";"Upper East Side";50;1515
"4666";88;"Entire home/apt";1;2,9;"Bronx";"Parkchester";4;62
"4667";59;"Private room";25;NA;"Manhattan";"Harlem";123;836
"4668";399;"Entire home/apt";3;3;"Brooklyn";"Bedford-Stuyvesant";164;1692
"4669";199;"Entire home/apt";4;0,19;"Manhattan";"Harlem";126;830
"4670";149;"Private room";1;NA;"Manhattan";"Chelsea";144;1721
"4671";400;"Private room";1;NA;"Manhattan";"Midtown";173;1975
"4672";85;"Private room";1;3;"Queens";"Rego Park";14;278
"4673";36;"Private room";1;0,77;"Manhattan";"Washington Heights";88;632
"4674";199;"Entire home/apt";2;0,11;"Manhattan";"East Village";246;2160
"4675";89;"Private room";5;0,12;"Brooklyn";"Williamsburg";180;2502
"4676";60;"Private room";1;0,07;"Brooklyn";"Brighton Beach";10;54
"4677";140;"Entire home/apt";2;3,02;"Manhattan";"Financial District";101;1410
"4678";72;"Entire home/apt";31;0,91;"Brooklyn";"Bedford-Stuyvesant";138;1827
"4679";115;"Private room";2;0,11;"Manhattan";"Greenwich Village";177;1781
"4680";100;"Private room";1;0,85;"Manhattan";"Midtown";182;1604
"4681";54;"Private room";3;3,31;"Manhattan";"Washington Heights";47;479
"4682";198;"Entire home/apt";30;NA;"Manhattan";"Upper East Side";98;1945
"4683";125;"Entire home/apt";5;0,31;"Brooklyn";"Williamsburg";178;2546
"4684";150;"Private room";2;0,17;"Queens";"Astoria";43;784
"4685";125;"Entire home/apt";30;NA;"Manhattan";"East Village";297;2059
"4686";50;"Private room";1;4,31;"Queens";"Ridgewood";34;1171
"4687";195;"Entire home/apt";4;3;"Brooklyn";"Bedford-Stuyvesant";114;2310
"4688";249;"Entire home/apt";7;2,4;"Manhattan";"Harlem";130;1080
"4689";350;"Entire home/apt";4;0,14;"Manhattan";"West Village";114;1536
"4690";40;"Private room";30;0,32;"Bronx";"Hunts Point";0;242
"4691";45;"Private room";1;3,26;"Queens";"Maspeth";17;1426
"4692";200;"Entire home/apt";1;0,02;"Brooklyn";"Bushwick";178;1778
"4693";75;"Entire home/apt";30;NA;"Manhattan";"Harlem";129;687
"4694";105;"Entire home/apt";7;0,91;"Manhattan";"Harlem";116;673
"4695";99;"Entire home/apt";3;0,08;"Queens";"Astoria";57;1105
"4696";50;"Private room";5;0,27;"Brooklyn";"Bushwick";156;1753
"4697";200;"Entire home/apt";2;0,13;"Manhattan";"East Village";254;2078
"4698";80;"Private room";2;0,05;"Brooklyn";"Williamsburg";289;2374
"4699";65;"Private room";1;0,03;"Manhattan";"East Harlem";80;1214
"4700";355;"Private room";2;1,13;"Manhattan";"Kips Bay";162;2034
"4701";88;"Entire home/apt";4;0,24;"Brooklyn";"Williamsburg";226;2564
"4702";54;"Private room";7;0,05;"Manhattan";"Harlem";97;715
"4703";205;"Entire home/apt";2;NA;"Brooklyn";"Fort Greene";113;2238
"4704";170;"Entire home/apt";30;NA;"Brooklyn";"Carroll Gardens";34;1072
"4705";50;"Private room";30;2,79;"Brooklyn";"Bedford-Stuyvesant";161;1767
"4706";50;"Private room";1;0,13;"Brooklyn";"East New York";7;374
"4707";180;"Entire home/apt";3;1,69;"Manhattan";"Harlem";96;677
"4708";50;"Private room";2;0,75;"Brooklyn";"Bedford-Stuyvesant";168;1798
"4709";110;"Entire home/apt";29;2,16;"Brooklyn";"Bushwick";133;1499
"4710";60;"Private room";4;0,05;"Brooklyn";"Crown Heights";132;1894
"4711";258;"Entire home/apt";3;1,1;"Manhattan";"West Village";171;1645
"4712";115;"Private room";3;2,05;"Manhattan";"Washington Heights";31;321
"4713";49;"Private room";7;0,03;"Manhattan";"Harlem";113;668
"4714";80;"Private room";1;5,52;"Brooklyn";"Crown Heights";113;1723
"4715";220;"Entire home/apt";4;0,11;"Brooklyn";"Williamsburg";85;2017
"4716";50;"Private room";5;0,39;"Manhattan";"East Harlem";94;1126
"4717";35;"Private room";30;0,73;"Brooklyn";"Bedford-Stuyvesant";155;1734
"4718";96;"Private room";3;0,56;"Brooklyn";"Williamsburg";145;2171
"4719";112;"Entire home/apt";2;0,18;"Brooklyn";"Greenpoint";91;2427
"4720";63;"Private room";3;1;"Manhattan";"Harlem";112;664
"4721";142;"Entire home/apt";4;2,07;"Brooklyn";"Bedford-Stuyvesant";125;1454
"4722";48;"Private room";30;NA;"Brooklyn";"Fort Greene";56;2324
"4723";70;"Private room";21;1,02;"Queens";"Sunnyside";33;1068
"4724";80;"Private room";10;NA;"Brooklyn";"Bushwick";166;1783
"4725";50;"Private room";1;NA;"Manhattan";"Harlem";128;742
"4726";499;"Entire home/apt";30;NA;"Manhattan";"Hell's Kitchen";150;1495
"4727";100;"Entire home/apt";1;3,74;"Brooklyn";"South Slope";68;988
"4728";113;"Private room";3;4,21;"Manhattan";"Financial District";93;1513
"4729";75;"Private room";2;0,53;"Manhattan";"Washington Heights";85;635
"4730";115;"Entire home/apt";1;5,95;"Queens";"South Ozone Park";0;98
"4731";50;"Private room";2;1,46;"Brooklyn";"Williamsburg";235;2510
"4732";120;"Entire home/apt";3;0,27;"Manhattan";"Upper West Side";63;1191
"4733";65;"Private room";3;0,05;"Brooklyn";"Williamsburg";172;2322
"4734";90;"Private room";2;0,48;"Brooklyn";"Williamsburg";266;2542
"4735";69;"Private room";7;0,06;"Brooklyn";"Bensonhurst";6;183
"4736";190;"Entire home/apt";6;0,16;"Brooklyn";"Williamsburg";205;2266
"4737";91;"Private room";2;NA;"Queens";"Astoria";28;1091
"4738";255;"Entire home/apt";2;1,62;"Manhattan";"Financial District";95;1349
"4739";30;"Shared room";1;2,34;"Brooklyn";"Bushwick";120;1431
"4740";149;"Entire home/apt";28;0,36;"Brooklyn";"Crown Heights";143;1958
"4741";77;"Private room";2;0,66;"Brooklyn";"Bedford-Stuyvesant";151;1718
"4742";160;"Entire home/apt";1;0,55;"Manhattan";"East Village";192;2208
"4743";212;"Entire home/apt";1;1;"Manhattan";"Chinatown";161;2022
"4744";140;"Private room";1;3,01;"Bronx";"Throgs Neck";1;31
"4745";59;"Private room";3;2,29;"Brooklyn";"Williamsburg";195;2532
"4746";65;"Private room";3;0,26;"Brooklyn";"Borough Park";6;247
"4747";88;"Private room";2;2,07;"Brooklyn";"Crown Heights";148;1803
"4748";120;"Entire home/apt";29;NA;"Brooklyn";"Williamsburg";91;2484
"4749";70;"Private room";1;6,94;"Brooklyn";"Prospect-Lefferts Gardens";68;1402
"4750";32;"Private room";2;5,68;"Queens";"Bayside";1;56
"4751";40;"Private room";1;0,82;"Brooklyn";"Borough Park";13;398
"4752";183;"Entire home/apt";30;0,19;"Queens";"Flushing";15;114
"4753";230;"Entire home/apt";2;0,02;"Manhattan";"East Village";257;2058
"4754";200;"Entire home/apt";3;0,69;"Brooklyn";"Williamsburg";261;2359
"4755";190;"Entire home/apt";3;1,8;"Brooklyn";"Sunset Park";39;828
"4756";252;"Entire home/apt";2;0,49;"Manhattan";"Midtown";133;2020
"4757";70;"Entire home/apt";10;0,07;"Manhattan";"Upper East Side";113;1452
"4758";285;"Entire home/apt";2;1,4;"Manhattan";"Hell's Kitchen";209;1549
"4759";105;"Entire home/apt";1;0,1;"Queens";"Astoria";39;831
"4760";110;"Private room";3;0,84;"Manhattan";"Chelsea";151;1834
"4761";129;"Entire home/apt";2;NA;"Manhattan";"Inwood";21;203
"4762";850;"Entire home/apt";1;3,51;"Manhattan";"Theater District";218;1692
"4763";60;"Private room";1;3,35;"Queens";"Ditmars Steinway";34;598
"4764";305;"Entire home/apt";2;6,46;"Brooklyn";"Williamsburg";255;2364
"4765";130;"Entire home/apt";5;1,58;"Manhattan";"East Village";161;2338
"4766";90;"Private room";1;2;"Queens";"Kew Gardens Hills";9;146
"4767";59;"Private room";1;0,42;"Brooklyn";"Brownsville";9;1107
"4768";59;"Private room";2;0,44;"Manhattan";"Washington Heights";49;422
"4769";106;"Entire home/apt";1;0,39;"Manhattan";"Lower East Side";278;2120
"4770";55;"Private room";3;1,76;"Manhattan";"Harlem";100;736
"4771";135;"Entire home/apt";30;NA;"Manhattan";"Midtown";107;2001
"4772";150;"Entire home/apt";2;0,34;"Brooklyn";"Windsor Terrace";35;950
"4773";57;"Private room";30;NA;"Manhattan";"Financial District";92;1329
"4774";89;"Private room";2;2,07;"Queens";"Astoria";61;701
"4775";47;"Private room";3;0,89;"Bronx";"Fordham";6;158
"4776";80;"Private room";1;3,64;"Manhattan";"Upper East Side";123;1478
"4777";1599;"Entire home/apt";30;0,24;"Manhattan";"West Village";140;1575
"4778";235;"Entire home/apt";31;0,39;"Manhattan";"Upper East Side";110;1421
"4779";33;"Private room";1;1,55;"Brooklyn";"Borough Park";11;340
"4780";50;"Private room";1;4,72;"Brooklyn";"Bedford-Stuyvesant";147;1980
"4781";125;"Entire home/apt";2;0,06;"Manhattan";"East Village";274;2186
"4782";300;"Entire home/apt";1;NA;"Manhattan";"Kips Bay";146;2054
"4783";45;"Private room";14;0,81;"Brooklyn";"Prospect-Lefferts Gardens";81;1177
"4784";72;"Private room";4;1,73;"Brooklyn";"Crown Heights";117;1724
"4785";200;"Entire home/apt";5;0,01;"Brooklyn";"Sunset Park";32;852
"4786";130;"Entire home/apt";2;0,2;"Manhattan";"Roosevelt Island";39;1802
"4787";180;"Private room";1;NA;"Queens";"Jamaica";6;71
"4788";150;"Entire home/apt";30;0,26;"Manhattan";"Midtown";115;2002
"4789";185;"Entire home/apt";4;1,33;"Brooklyn";"Bushwick";63;1170
"4790";260;"Entire home/apt";3;0,6;"Brooklyn";"Park Slope";49;1226
"4791";60;"Private room";1;NA;"Brooklyn";"Crown Heights";106;1653
"4792";145;"Entire home/apt";3;NA;"Queens";"Woodhaven";4;431
"4793";40;"Private room";1;1,84;"Brooklyn";"Bedford-Stuyvesant";180;1953
"4794";275;"Entire home/apt";2;1,14;"Manhattan";"Nolita";260;1998
"4795";71;"Private room";3;2,76;"Queens";"Ridgewood";75;1361
"4796";185;"Private room";1;NA;"Manhattan";"Upper East Side";82;1365
"4797";132;"Entire home/apt";3;0,55;"Brooklyn";"Brooklyn Heights";43;1802
"4798";172;"Entire home/apt";2;1,61;"Brooklyn";"Greenpoint";71;2392
"4799";80;"Private room";3;2,29;"Manhattan";"Washington Heights";76;618
"4800";225;"Entire home/apt";1;NA;"Manhattan";"East Village";213;2178
"4801";100;"Private room";1;0,35;"Manhattan";"Hell's Kitchen";218;1565
"4802";395;"Entire home/apt";3;0,3;"Manhattan";"East Village";219;1999
"4803";68;"Private room";2;0,24;"Staten Island";"New Springville";2;9
"4804";50;"Private room";27;NA;"Manhattan";"East Village";301;2054
"4805";65;"Private room";2;5,62;"Brooklyn";"Williamsburg";189;2142
"4806";100;"Private room";2;NA;"Manhattan";"East Village";244;2272
"4807";110;"Entire home/apt";30;0,28;"Manhattan";"East Village";330;2128
"4808";100;"Entire home/apt";1;2,17;"Brooklyn";"Crown Heights";108;1643
"4809";235;"Entire home/apt";30;NA;"Manhattan";"Midtown";115;2024
"4810";150;"Entire home/apt";7;0,05;"Queens";"Astoria";59;1038
"4811";125;"Private room";2;0,5;"Manhattan";"Chelsea";165;1662
"4812";117;"Entire home/apt";7;NA;"Manhattan";"Hell's Kitchen";207;1637
"4813";89;"Entire home/apt";2;2,1;"Brooklyn";"Bedford-Stuyvesant";167;1839
"4814";73;"Private room";4;1,64;"Brooklyn";"Williamsburg";246;2336
"4815";140;"Private room";1;0,73;"Manhattan";"East Village";319;2079
"4816";190;"Entire home/apt";1;5,17;"Manhattan";"Chelsea";121;1621
"4817";165;"Entire home/apt";6;0,16;"Manhattan";"Chelsea";112;1583
"4818";400;"Entire home/apt";5;6,23;"Manhattan";"Upper West Side";130;1081
"4819";80;"Private room";1;5,18;"Brooklyn";"Crown Heights";38;1394
"4820";128;"Entire home/apt";5;0,25;"Brooklyn";"Sunset Park";40;830
"4821";100;"Private room";1;NA;"Brooklyn";"Bedford-Stuyvesant";171;1709
"4822";87;"Private room";2;0,04;"Brooklyn";"Bushwick";117;1517
"4823";98;"Entire home/apt";7;0,1;"Brooklyn";"Williamsburg";277;2559
"4824";100;"Entire home/apt";5;0,05;"Brooklyn";"Prospect Heights";121;1882
"4825";246;"Entire home/apt";30;NA;"Manhattan";"Tribeca";111;1476
"4826";58;"Private room";2;NA;"Brooklyn";"Bedford-Stuyvesant";132;2297
"4827";100;"Entire home/apt";2;1,47;"Manhattan";"East Village";327;2085
"4828";1400;"Entire home/apt";10;1;"Brooklyn";"Prospect-Lefferts Gardens";85;1254
"4829";48;"Private room";1;0,11;"Brooklyn";"Flatbush";50;798
"4830";75;"Entire home/apt";3;0,08;"Brooklyn";"Bedford-Stuyvesant";170;1817
"4831";213;"Entire home/apt";5;0,05;"Brooklyn";"Park Slope";85;1663
"4832";60;"Private room";2;0,13;"Brooklyn";"Williamsburg";283;2362
"4833";117;"Private room";3;2,26;"Manhattan";"Upper East Side";103;1832
"4834";40;"Private room";1;0,37;"Brooklyn";"Bushwick";160;1601
"4835";913;"Private room";2;NA;"Manhattan";"Midtown";129;1762
"4836";115;"Entire home/apt";2;1;"Brooklyn";"Fort Greene";102;2235
"4837";120;"Private room";4;1,8;"Manhattan";"Chinatown";176;2064
"4838";238;"Entire home/apt";30;NA;"Manhattan";"Financial District";90;1239
"4839";300;"Private room";1;NA;"Manhattan";"West Village";167;1655
"4840";140;"Private room";1;2,12;"Manhattan";"Chelsea";160;1812
"4841";499;"Entire home/apt";2;0,75;"Manhattan";"Hell's Kitchen";214;1555
"4842";140;"Entire home/apt";1;0,02;"Manhattan";"Greenwich Village";180;1783
"4843";65;"Private room";3;0,14;"Manhattan";"Harlem";117;947
"4844";105;"Private room";1;7,34;"Brooklyn";"Williamsburg";140;2149
"4845";150;"Entire home/apt";3;1,25;"Manhattan";"Lower East Side";325;2171
"4846";43;"Private room";30;NA;"Queens";"Sunnyside";32;1203
"4847";65;"Private room";3;0,25;"Brooklyn";"Bushwick";175;1760
"4848";125;"Entire home/apt";3;2,61;"Brooklyn";"Crown Heights";116;1687
"4849";70;"Entire home/apt";7;0,03;"Brooklyn";"Bushwick";157;1558
"4850";120;"Entire home/apt";2;0,76;"Brooklyn";"Bedford-Stuyvesant";150;1813
"4851";99;"Private room";2;0,73;"Manhattan";"Harlem";149;942
"4852";126;"Entire home/apt";1;1,12;"Manhattan";"Upper East Side";93;1697
"4853";51;"Private room";1;3,96;"Queens";"Elmhurst";13;308
"4854";60;"Private room";2;0,22;"Brooklyn";"Bedford-Stuyvesant";143;2184
"4855";225;"Entire home/apt";3;1,58;"Brooklyn";"Bushwick";135;1463
"4856";153;"Entire home/apt";1;1,61;"Manhattan";"Upper East Side";118;1500
"4857";350;"Entire home/apt";1;NA;"Manhattan";"Upper East Side";108;1490
"4858";220;"Entire home/apt";1;5,28;"Manhattan";"Little Italy";194;1928
"4859";40;"Private room";29;0,55;"Queens";"Elmhurst";13;338
"4860";89;"Private room";1;1;"Brooklyn";"Williamsburg";219;2539
"4861";49;"Private room";2;1,62;"Staten Island";"West Brighton";4;25
"4862";840;"Entire home/apt";1;NA;"Manhattan";"Midtown";173;1670
"4863";60;"Private room";2;5,67;"Manhattan";"Morningside Heights";127;1014
"4864";75;"Private room";2;0,35;"Manhattan";"Washington Heights";48;495
"4865";50;"Private room";3;0,92;"Brooklyn";"Prospect-Lefferts Gardens";79;1146
"4866";150;"Private room";2;0,22;"Manhattan";"Upper West Side";62;1314
"4867";33;"Private room";4;1,2;"Staten Island";"Arrochar";5;28
"4868";110;"Entire home/apt";4;2,26;"Brooklyn";"Crown Heights";110;1727
"4869";92;"Private room";2;5,57;"Manhattan";"Harlem";147;938
"4870";60;"Private room";3;2;"Brooklyn";"Williamsburg";206;2340
"4871";300;"Entire home/apt";3;1,44;"Manhattan";"West Village";169;1688
"4872";209;"Entire home/apt";29;NA;"Manhattan";"Chelsea";158;1779
"4873";30;"Shared room";1;NA;"Queens";"Flushing";4;126
"4874";68;"Private room";3;0,2;"Manhattan";"Washington Heights";37;361
"4875";65;"Shared room";1;3,97;"Manhattan";"Midtown";169;1976
"4876";60;"Private room";1;1,5;"Queens";"Astoria";72;858
"4877";1200;"Entire home/apt";3;0,25;"Manhattan";"East Village";201;1965
